,rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,gender,salary,tax_rate
569,rec-2635-org,ebony,,31.0,ippia place,morrocdong,st albans,4030,nsw,19670215.0,2013176,female,45779,0.19
570,rec-131-org,alexander,ollwitz,1.0,griffith place,crestfield,bongaree,6027,nsw,19701008.0,6108118,male,39766,0.19
571,rec-868-org,mitchell,,333.0,millard place,brentwood vlge,birkdale,2575,qld,19161230.0,9952077,male,40583,0.19
572,rec-3709-org,daniel,buckmaster,405.0,cutlack street,hazelwood garden,pooginagoric,2430,nsw,19850326.0,7556034,male,40010,0.19
573,rec-1077-dup-2,rosi,minter,27.0,rawdon,aurora close,tr gig,5113,vic,19660316.0,8729674,female,4267,0.0
574,rec-1432-dup-3,,rawlings,51.0,therryplace,ainslie house,wynyard,3151,nsw,19870312.0,1757892,None,39807,0.19
575,rec-2119-org,connor,hilton,20.0,mackenzie street,parraweena,kurri kurri,4701,vic,19510908.0,2641578,male,179767,0.37
576,rec-1848-org,erin,browne,10.0,litchfield place,macsview,malvern,6025,vic,19470601.0,1909245,female,24448,0.19
577,rec-2211-dup-2,brianna,radi,5.0,sullivan crescent,gloccaomrra,woy w oy,2058,nsw,19390401.0,3343334,female,44996,0.19
578,rec-236-dup-0,emma,narulla,45.0,narran street,,garbutt,2111,nsw,,1806258,female,44846,0.19
579,rec-705-org,makenzi,morrison,381.0,maclaurin crescent,aptmnt 42,mayfield,5038,vic,19810522.0,1135598,female,5534,0.0
580,rec-481-org,brooke,nederpel,32.0,stieglitz circuit,raffa estate,glenview,4104,nsw,19590624.0,5671162,female,45554,0.19
581,rec-1347-org,charles,atighi,5.0,mokare street,northern tablelands tennis academy,nightcliff,2085,qld,19561019.0,8117515,male,39917,0.19
582,rec-3978-org,lachlan,campbell,24.0,macquarie street,montado,,6110,nsw,19630921.0,7120569,male,40325,0.19
583,rec-3507-dup-1,henry,collinson,1.0,mcgivern ctescent,winchesqter,bonnyrigg,2602,nsw,19670520.0,4213909,male,40808,0.19
584,rec-2657-dup-0,robbie,gilbertson,34.0,rosman circuit,summer hill,raglan,6009,nsw,19150525.0,8598241,male,40461,0.19
585,rec-3333-org,richard,corujo,,waddell place,mayday view,eleebana,2650,nsw,19790513.0,9272189,male,40609,0.19
586,rec-1880-org,alana,ebert,18.0,elimatta street,corella,ashfield,3067,qld,19770724.0,2930688,female,46342,0.19
587,rec-1495-org,kynan,hagemann,67.0,flanagan street,bythorne,denistone east,2820,nsw,19831120.0,9855905,male,39761,0.19
588,rec-3593-org,samuel,,194.0,pulleine crescent,ocean star villas,budgewoi,2132,vic,19310811.0,8796298,male,10637,0.0
589,rec-1736-org,sam,ovens,60.0,bamir square,box range,bayswater,4220,sa,19110415.0,4851740,male,39563,0.19
590,rec-1471-org,eloise,menzies,7.0,solander place,erina gardns,bibra lake,5063,tas,19881124.0,3835091,female,45951,0.19
591,rec-2099-org,cooper,groenewege,29.0,wearing street,glenview,bickley,5108,wa,19030818.0,9952563,male,53251,0.19
592,rec-3262-org,hattie,heesemans,181.0,cameron street,congreave court,wyoming,3400,tas,19100603.0,5626542,female,45146,0.19
593,rec-2291-org,samuel,taubers,19.0,hutcheson street,the willows,lowood,4300,act,19981018.0,4099724,male,4322,0.0
594,rec-876-org,madison,white,6.0,brinkley circuit,moonabba,townsend,2219,nsw,19250914.0,4485116,female,44971,0.19
595,rec-3919-org,ewan,meulink,,,brentwood vlge,emerald,2283,qld,19210519.0,8266517,male,42035,0.19
596,rec-1391-org,blake,fogg,20.0,mirning crescent,booleringa,uriarra forest,4133,nsw,19540319.0,6830763,male,40791,0.19
597,rec-3902-org,mikaela,cother,10.0,hinkler street,nymboida downs,camp hill,7030,qld,19570213.0,1037147,female,47515,0.19
598,rec-229-org,callum,reid,29.0,,east end,bridgewater,2620,nsw,19120224.0,4818182,male,40695,0.19
599,rec-324-org,jassim,mason,23.0,gouger street,colbes,roxburgh park,3150,qld,19690406.0,4153916,male,40950,0.19
600,rec-148-org,alexander,jukic,1.0,yerra court,gillin park,lake haven,2131,qld,19360522.0,9707302,male,41985,0.19
601,rec-1967-org,connor,mccarthy,26.0,moorhouse street,,st georges basin,6083,vic,19710512.0,3131439,male,701,0.0
602,rec-3999-org,erin,goonan,89.0,berrigan crescent,ocean star villas,flemington,4701,qld,19240114.0,4773209,female,43185,0.19
603,rec-3642-org,amber,banham,,casey crescent,cotswold park,surfers paradise,7253,nsw,19910511.0,9227840,female,44632,0.19
604,rec-3114-org,emiily,zilm,393.0,daintree crescent,,woy woy,3550,nsw,19960607.0,7299341,male,40645,0.19
605,rec-1480-org,evan,richmond,14.0,fullerton crescent,,birkdale,2037,nsw,19221027.0,1229271,male,40610,0.19
606,rec-2155-org,kyah,zilm,1.0,titheradge place,apt 2005,,6255,qld,19080713.0,8815162,female,46235,0.19
607,rec-1962-org,gabrielle,kinnane,31.0,mocatta place,burnside,laverton,2022,sa,19170923.0,9725077,female,44889,0.19
608,rec-1622-org,emiily,coleman,39.0,mcgill street,retirement village,gorokan,2346,qld,19450621.0,4127654,female,45600,0.19
609,rec-1845-org,alisa,ballantyne,26.0,namatjira drive,arnwood,wandin east,2046,vic,19450923.0,1751604,female,108092,0.37
610,rec-2893-org,jacob,furze,15.0,galibal street,willaroo,bossley park,7173,tas,19290917.0,7814172,male,39860,0.19
611,rec-3921-org,joshua,zbierski,42.0,plante place,old cob,athelstone,6151,nsw,19890910.0,4559733,male,40477,0.19
612,rec-1404-org,kirra,simmonds,2.0,osmand street,wombinoo station,pakenham,4670,nsw,19200402.0,3107497,female,45051,0.19
613,rec-343-org,tyler,crouch,17.0,paul coe crescent,the falls,purrumbete south,3207,qld,19940726.0,9134245,male,42035,0.19
614,rec-109-org,alissa,fergie,10.0,monaro crescent,mountview,nickol,5163,qld,19890204.0,2112958,female,44338,0.19
615,rec-3785-dup-2,lucas,nguyen,18.0,melrose drive,emu dpwns,bowral,5280,qld,19070330.0,9378158,male,40987,0.19
616,rec-81-org,brandon,neumann,23.0,federal highway,lake downs super fine merino stud,owanyilla,2100,vic,19890823.0,7307864,male,57247,0.19
617,rec-3994-org,charles,wilkins,184.0,whitham place,pijabah,tweed heads,2213,nsw,19030324.0,7783889,male,39556,0.19
618,rec-675-org,natassia,george,313.0,morphy place,taskers village,marmion,2107,qld,,1841449,female,44685,0.19
619,rec-2732-org,bailey,kinter,14.0,dumas street,inglewood cottage,coombabah,3072,tas,19450923.0,7835914,female,46049,0.19
620,rec-1179-org,grace,woodmansee,26.0,mattingley court,fiveways,maribyrnong,4034,vic,19680128.0,7580317,female,81517,0.19
621,rec-2546-org,rohan,reid,355.0,fossey street,nairn lodge,flinders park,3732,nsw,19440813.0,5833983,male,40515,0.19
622,rec-2930-org,hayden,maynard,409.0,pandanus street,chippendale village,port kembla,2171,wa,19610816.0,6156430,male,39641,0.19
623,rec-1625-org,daniel,xepapas,19.0,mann place,roebuck park,wyong,3189,vic,19090423.0,4203161,male,115404,0.37
624,rec-1042-org,kobe,ranson,15.0,paul coe crescent,foxlea,northbridge,2671,tas,19040605.0,1653717,male,39115,0.19
625,rec-2469-org,shakira,browne,60.0,allambee street,the moorings,malvern east,5126,nsw,19610406.0,1763179,female,45834,0.19
626,rec-314-org,sam,gigney,35.0,kitson place,brentwood vlge,ngunnawal,4005,vic,19100309.0,6103325,male,112098,0.37
627,rec-325-org,jack,noble,10.0,cubillo crescent,redhill,glenreagh,3620,wa,19120805.0,8823216,male,33649,0.19
628,rec-3099-dup-0,matthew,buramn,32.0,burns crcuit,gumnut cottage,tahmoor,3073,qld,19150825.0,4228403,male,42169,0.19
629,rec-1574-org,,humphreys,38.0,dominion circuit,georgedale,nightcliff,4211,wa,19080319.0,9632931,None,40782,0.19
630,rec-1012-org,vanessa,ravnoy,6.0,dry street,nine pines,milperra,2148,nsw,19530814.0,4650781,female,44554,0.19
631,rec-3019-org,evan,cousin,78.0,kinsella street,kassingbrook,hamilton,6210,qld,19840326.0,6826186,male,42062,0.19
632,rec-2497-org,brooke,millar,26.0,paterson street,the canberra hospital,brush creek,3101,vic,19131213.0,8154584,female,32598,0.19
633,rec-3564-org,harry,stephenson,81.0,dartnell street,kerry street,lower templestowe,2114,nsw,,1170047,male,40287,0.19
634,rec-2106-org,zoe,morrison,260.0,mcclelland avenue,sec 1,renown park,2093,qld,19710516.0,9273845,female,46318,0.19
635,rec-1865-org,harry,gracie,16.0,gardiner street,yarramine park,tent hill upper,4700,nsw,19410413.0,6014572,male,40709,0.19
636,rec-3995-org,jeremiah,morrison,1.0,sanford place,,yoogali,2794,nsw,19190525.0,3251223,male,39921,0.19
637,rec-1094-org,matthew,pyper,76.0,gouger street,,eight mile plains,4677,vic,19460605.0,8762845,male,59127,0.19
638,rec-536-org,jaime,dixon,26.0,namatjira drive,wirreanda vlge,buff point,2281,vic,19661023.0,2144818,male,30369,0.19
639,rec-1047-org,ryan,lovelock,25.0,,blackwattle farm,moresby,3043,qld,19130503.0,5664897,male,43101,0.19
640,rec-192-org,trinity,mcvilly,,ponsford place,bosmit,ekibin,2233,wa,19730419.0,3955833,female,37310,0.19
641,rec-184-org,kayden,white,31.0,frencham place,wahronga-lea,rosebud,3199,vic,19130629.0,2780846,male,16193,0.0
642,rec-3301-dup-0,matild,madigan,28.0,john cleland crescent,ponderossa,tumbarumba,2315,tas,19010828.0,5084817,female,46864,0.19
643,rec-1164-org,gabrielle,reid,21.0,maltby circuit,glenine,belgrave,2600,nsw,19360828.0,9104075,female,45193,0.19
644,rec-1814-org,casey,lock,34.0,jane price crescent,tulloch,wilson beach,6505,vic,19050322.0,7503363,male,3952,0.0
645,rec-478-dup-1,kai,harrland,121.0,edmundsplace,,severlnea,5417,nsw,19800313.0,1893606,male,39943,0.19
646,rec-2856-org,cameron,furbow,463.0,jewell close,cypress garden,waroona,2322,vic,19641027.0,4297015,male,16212,0.0
647,rec-761-org,tyler,maynard,1.0,arden place,cambridge park,maldon,6111,vic,19231031.0,2320983,male,26105,0.19
648,rec-954-dup-1,hinchcliff,elysse,174.0,alabaster street,,riverwood,8200,sa,19270221.0,3734686,male,40720,0.19
649,rec-3163-dup-0,emiily,stanley,6.0,antill street,,woywoy,6330,nsw,19650320.0,2407021,female,44803,0.19
650,rec-1193-dup-1,fegrus,stingle,4.0,pieman crescent,wandarri,surry hills,2370,nsw,19310201.0,3795965,female,45840,0.19
651,rec-2860-org,channing,dumbrell,10.0,barangaroo street,carisbrook,,2230,vic,19060716.0,4650388,male,29651,0.19
652,rec-3843-org,david,lodge,2510.0,hensman street,berkeley village,prospect,4172,vic,19860524.0,1191039,male,7538,0.0
653,rec-1930-org,andrea,ulrick,48.0,norton street,,annandale,2745,vic,19080425.0,1739576,female,8648,0.0
654,rec-2200-org,kazuki,dessart,1.0,jardine street,longplain,kirwan,2603,tas,19950619.0,1074897,male,42739,0.19
655,rec-3143-org,brianna,madigan,28.0,limestone avenue,old post office,floreat,3888,wa,19841104.0,6025740,female,42806,0.19
656,rec-2658-org,ella,nicoll,10.0,newman morris circuit,gordonvale,kardinya,4305,vic,19520501.0,2205896,female,56361,0.19
657,rec-714-org,joshua,robson,62.0,serpentine street,kerradan,cremorne,4818,nsw,19480711.0,4129659,male,39541,0.19
658,rec-300-org,jayden,nguyen,11.0,le hunte street,legacy units,woodcroft,4721,qld,19530524.0,5126686,male,41961,0.19
659,rec-2439-dup-1,hayley,david,11.0,christmas street,brannigans,penrith,5064,qld,19451219.0,7348094,female,45890,0.19
660,rec-2924-org,channing,filander,25.0,fitzherbert place,byron arcade,arana hills,3171,vic,19460203.0,7674861,male,34431,0.19
661,rec-1651-org,jasper,rundle,60.0,fawkner street,kempfield,cloverdale,3181,nsw,19580321.0,1921374,male,39899,0.19
662,rec-1142-org,alexandra,mac donell,45.0,jackie howe crescent,pinelea,deer park,4816,vic,19920625.0,9291189,female,11508,0.0
663,rec-869-org,sienna,mullin,248.0,poynton street,berkeley vlge,moruya,7017,nsw,19240304.0,7835765,female,45891,0.19
664,rec-2458-org,madison,nguyen,29.0,bargang crescent,meadowview,belconnen,2330,wa,19791105.0,7245438,female,25628,0.19
665,rec-1265-org,dakota,ryan,6.0,van pelt place,musk park,north ryde,2030,vic,19060615.0,9369375,male,20765,0.19
666,rec-3698-org,miranda,everett,3.0,madigan street,moorilla,norah head,3205,nsw,19560820.0,3576854,female,44912,0.19
667,rec-3830-org,thomas,white,16.0,launceston street,,devonport,2850,nsw,19610404.0,4274551,male,39740,0.19
668,rec-3907-org,taylah,asher,802.0,gouger street,beth-el,wellington point,2324,nsw,19410803.0,2994950,male,39973,0.19
669,rec-98-org,jade,durbridge,33.0,gillespie street,tharlane,highgate,3087,nsw,19901003.0,8281265,female,45034,0.19
670,rec-2219-org,emma,collier,6.0,aspinall street,cr northern highway,picton,3142,nsw,19510814.0,2491329,female,44957,0.19
671,rec-3272-dup-1,trey,hle,19.0,holman steret,kookaburra village,peregian beach,5266,nsw,19520113.0,6172652,male,39619,0.19
672,rec-2891-org,cameron,campbell,2.0,pogney place,boonsville,meringur,3121,qld,19740507.0,3169177,male,41348,0.19
673,rec-3070-org,hannah,vrettis,15.0,moodie street,high valley,seacombe heights,2536,nsw,19691130.0,2863077,female,44714,0.19
674,rec-1213-dup-0,amber,white,1.0,shackleton circuit,,hackham,6770,sa,19690905.0,7925975,female,44941,0.19
675,rec-1061-dup-0,bne,campbell,225.0,blamey c rescent,,willow grove,2766,vic,19520926.0,5956047,male,3192,0.0
676,rec-2595-org,kaela,reid,2.0,badimara street,craigie-lea,arana hills,2016,nsw,19850715.0,8724895,female,45577,0.19
677,rec-23-org,emiily,mcphail,2079.0,morton street,glen shian,north ryde,3199,vic,19461213.0,9003226,male,31181,0.19
678,rec-2610-org,daniel,vanlaatum,213.0,conway place,adventist retrmnt vlge,noble park,3058,qld,19510726.0,2560987,male,39621,0.19
679,rec-1636-org,oliver,bednarczyk,14.0,macnaughton street,extension,pymble,3941,vic,19180616.0,2099969,male,72657,0.19
680,rec-1288-org,hannah,steed,155.0,harbison crescent,jemalong retrmnt vlge,moree,6163,nsw,19290212.0,3008028,female,45205,0.19
681,rec-3092-org,olivia,picot,25.0,rundle place,locn 2192,lower templestowe,3058,qld,19810614.0,1793310,female,45307,0.19
682,rec-3344-org,sarah,morrison,5.0,duffus place,york house,thursday island,6302,,19100901.0,8352969,female,44770,0.19
683,rec-3838-org,joel,myles,10.0,sumner place,minora,glen huon,5075,nsw,19831001.0,1361474,male,40646,0.19
684,rec-3883-org,nicholas,willing,86.0,pickles street,dejarra,narellan,2170,vic,19740801.0,3890949,male,14422,0.0
685,rec-44-org,jacob,allchin,20.0,sternberg crescent,ballina,glengowrie,2650,nt,19480614.0,4453111,male,40676,0.19
686,rec-1753-org,ruby,goldsworthy,43.0,hyndes crescent,,ross,2780,vic,19090403.0,5967757,female,49150,0.19
687,rec-1477-org,william,whillas,8.0,forbes street,ra 23012,brighton-le-sands,6147,vic,19250312.0,2026323,male,1608,0.0
688,rec-2299-org,emiily,clarke,22.0,grounds crescent,milpara,wahroonga,3128,qld,19761115.0,1811152,male,42101,0.19
689,rec-1295-org,sarah,white,155.0,martin street,mayflower retrmnt vlge,metung,4670,nsw,19850611.0,4235922,female,44538,0.19
690,rec-2097-org,jasmine,britten,21.0,dawbin place,stoneyhurst,cashmere,4030,qld,19860104.0,1994428,female,45749,0.19
691,rec-1322-org,timothy,fullwood,25.0,finniss crescent,the manoa,hendra,2850,wa,19821215.0,7881701,male,32215,0.19
692,rec-2386-org,lachlan,rankine,19.0,midwood court,kiloran,lakemba,4207,qld,19991112.0,7771006,male,39264,0.19
693,rec-2613-org,madison,andresen,5.0,blackburn street,woodberry vlge,millmerran,2066,wa,19210618.0,9635249,female,43825,0.19
694,rec-2372-org,chantelle,webb,41.0,dent place,goolwa cottage,mountain creek,2486,sa,19421118.0,3477048,female,44847,0.19
695,rec-2558-org,owen,green,81.0,cuthbertson crescent,wyoming park,north haven,2800,nsw,19780406.0,8237162,male,39949,0.19
696,rec-1838-org,michael,sherriff,143.0,derrington crescent,raffa estate,ermington,2903,qld,19120821.0,3047271,male,42977,0.19
697,rec-2066-org,lily,binns,40.0,wade street,flr 5 john flynn medical centre,burwood,4035,nsw,19890429.0,3001403,female,44859,0.19
698,rec-3826-org,amy,stephenson,52.0,waterfield place,hamilton,point lonsdale,3139,nsw,19330520.0,8823964,female,45004,0.19
699,rec-3163-org,emiily,stanley,39.0,antill street,key,woy woy,6330,nsw,19650320.0,2407021,female,45000,0.19
700,rec-1750-dup-1,jack,nguyen,68.0,kelleway avenue,,woombye,2163,nsw,19670617.0,7343200,male,39969,0.19
701,rec-1223-org,alyssa,tiller,7.0,clive steele avenue,evergreen,port douglas,3081,wa,19320421.0,2635139,female,16103,0.0
702,rec-1213-dup-3,amber,brangwen,1.0,shackletoncircuit,everhreen,hackham,7607,sa,19690905.0,7925975,female,44885,0.19
703,rec-693-org,lauren,galbraith,64.0,hemmant street,wirreander,mallala,3199,nsw,19090526.0,2960398,female,44587,0.19
704,rec-174-org,bayden,morcom,69.0,mckay gardens profsnl centre,barossa village,castlemaine,2620,qld,19300622.0,7645206,male,42752,0.19
705,rec-2054-org,tara,matthews,6.0,millen street,sec 311,avalon,2280,vic,19900506.0,4847097,female,87357,0.37
706,rec-3241-org,jack,campbell,106.0,frencham place,llen nomis,alberton,4350,vic,19890807.0,3238238,male,2580,0.0
707,rec-3663-org,ben,nygaard,1.0,noarlunga crescent,the iron farm,dalby,2539,nsw,19850927.0,7842352,male,40583,0.19
708,rec-356-org,bradley,ikeda,7.0,northbourne avenue,cypress garden,lang lang,6107,vic,19601012.0,3655808,male,5389,0.0
709,rec-3067-org,harry,britten,67.0,wamaijira drive,the tops,rokeby,2850,wa,19290301.0,2453708,male,18527,0.19
710,rec-996-dup-0,marus,colemsn,2.0,,kurrall park,goodna,4030,nsw,19610611.0,7712570,male,40362,0.19
711,rec-3327-org,ty,campbell,12.0,giliruk crescent,beau-ridge,figtree,3150,sa,19110409.0,2986343,male,39828,0.19
712,rec-912-org,elise,dehass,6.0,crisp circuit,lindenleigh,kincumber,6210,nsw,19210301.0,8283075,female,45821,0.19
713,rec-2510-org,samuel,campbell,106.0,corringle close,baroona,alfred cove,6061,vic,19251101.0,6813716,male,23165,0.19
714,rec-113-dup-1,alice,exclel,18.0,aspinall street,,maryborough,2448,wa,19040715.0,4503763,female,44131,0.19
715,rec-35-dup-2,darcy,morrison,36.0,lewis luxtn avenue,the mews royal hotel bldg,cooks hill,3108,nsw,19170212.0,6145184,female,44654,0.19
716,rec-790-org,zara,blowes,25.0,baracchi crescent,cressbrook,nunawading,2716,sa,19280327.0,2046035,female,45075,0.19
717,rec-2403-dup-0,ky,dixon,148.0,jinka street,,creswick,2620,wa,19080413.0,9162308,male,21564,0.19
718,rec-2502-org,jade,fitzpatrick,34.0,gratwick street,,hamilton,2170,qld,19070804.0,4955834,female,43381,0.19
719,rec-627-org,cain,lanyon,1.0,harbison crescent,,newmarket,4169,nsw,19500702.0,7838530,male,40358,0.19
720,rec-835-org,nathan,ryan,16.0,badimara street,aratula street,rostrevor,2615,nsw,19700308.0,6657230,male,40698,0.19
721,rec-1156-org,jamie,hoang,,nullagine street,,enoggera,3280,sa,19150814.0,3314230,female,45429,0.19
722,rec-3222-org,mathilde,beattie,105.0,pratt place,tinaroo falls,the entrance,2849,nsw,19991212.0,5893236,female,45658,0.19
723,rec-3121-org,chloe,agius,13.0,medley street,avenue road,banjup,4305,qld,19271012.0,8177071,female,47515,0.19
724,rec-3104-org,catherine,stanbury,33.0,laycock place,doonkuna estate,cordeaux heights,3500,wa,19480521.0,7537617,female,7977,0.0
725,rec-505-org,emiily,lowry,6.0,investigator street,byron arcade,orange,4740,qld,19831006.0,3733762,male,40710,0.19
726,rec-1474-org,joel,thorpe,270.0,alice jackson crescent,robynvale,anglesea,2359,nsw,19830411.0,4181199,male,40399,0.19
727,rec-1859-org,teagan,covino,9.0,scaddan place,aird,lavington,6304,vic,19271201.0,4477386,female,22126,0.19
728,rec-3314-dup-1,jackson,spratt,12.0,slight place,,,3219,nsw,19920721.0,1338387,male,39527,0.19
729,rec-3790-org,alana,steinert,70.0,marlee place,carney's arcade,aspendale gardens,2122,nsw,19460318.0,1648522,female,44598,0.19
730,rec-2488-org,tiahnee,agius,4.0,carbeen street,bypass road,mount pleasant,3161,nsw,19690416.0,7225892,male,39731,0.19
731,rec-3205-org,brydee,campbell,45.0,kirwan circuit,cheviot hills,hamilton,3146,nsw,19930612.0,1176768,male,39714,0.19
732,rec-2183-dup-2,tahni,noack,71.0,mcmillan crescent,section,creswick,2203,sa,19290903.0,3982346,male,40299,0.19
733,rec-1006-org,phoebe,green,21.0,mccaw place,berkeley vlge,manly vale,3034,nsw,19390830.0,4523967,female,45441,0.19
734,rec-1891-org,holly,barra,51.0,wilkins street,lakewood estate,christies beach,3842,vic,19300707.0,3610168,female,70395,0.19
735,rec-3591-org,nikki,mason,1358.0,challinor crescent,eden park,urana,3072,nsw,19010529.0,7041562,female,44910,0.19
736,rec-2064-org,tahlia,walpole,96.0,o'halloran circuit,whiteman creek,slacks creek,5244,sa,19530102.0,1407685,female,45334,0.19
737,rec-3440-org,mathilde,green,,mulleun close,evergreen,palmerston,2166,vic,19271003.0,8499138,female,13369,0.0
738,rec-1915-dup-0,angelica,stubbs,7.0,finniss crescent,settlershills,st kilda,3184,nsw,19310304.0,8814905,female,45388,0.19
739,rec-3138-dup-1,dixon,caleb,1.0,wanderer court,,tarragindi,4012,vic,19701025.0,5152948,male,159547,0.37
740,rec-1638-org,noah,beattie,1.0,hurtle avenue,kingsgrove,north sydney,2570,wa,19330327.0,9034649,male,75079,0.19
741,rec-1554-dup-0,travis,mitchel,13.0,northbourne avenue,hse 2,caulfield,6065,qld,19520519.0,1445582,male,38580,0.19
742,rec-2508-org,daniel,vizer,104.0,mawalan street,buderim private hospital,waverley,5045,,19660124.0,5040672,male,39136,0.19
743,rec-3171-org,alicia,dichiera,2.0,hussey cove,corowa estate,bowral,6157,wa,19780206.0,6163041,female,52185,0.19
744,rec-1100-org,emiily,sifkus,260.0,marrawah street,rosehill,frankston,4702,nsw,19161203.0,1783916,male,40661,0.19
745,rec-609-org,lushia,zilm,9.0,greeves street,rowethorpe,greenacres,2031,qld,19500331.0,6238502,female,45616,0.19
746,rec-1948-org,erin,mcelwee,14.0,bastow circuit,hillside farm,jesmond,2615,nsw,19890831.0,8467493,female,45232,0.19
747,rec-683-org,nicholas,ryan,5.0,moroak street,,altona meadows,2156,vic,19850702.0,3025748,male,7932,0.0
748,rec-503-dup-1,jacbo,gencheff,12.0,elder street,stfrancis vlge,para hills,4074,qld,19071231.0,8581017,female,46445,0.19
749,rec-2418-dup-1,jordan,marwaha,436.0,bernacchi street,the mall sp ringwood,midland,3129,nws,19640419.0,5161756,male,39808,0.19
750,rec-3208-org,sophie,campbell,74.0,blythe close,tewantin plaza,rosebud,2037,vic,19870512.0,7144803,female,41012,0.19
751,rec-3927-dup-1,mitchell,mittno,72.0,strangwaysstreet,,jubilee pocket,3038,nsw,19140817.0,9392270,male,40383,0.19
752,rec-1442-org,erin,paterson,5.0,aspinall street,,albion park,4814,qld,19481126.0,5219471,female,45889,0.19
753,rec-3056-org,mitchell,franklin-browne,11.0,bunton place,bunkers hill,modbury heights,3942,qld,19810320.0,1925909,male,43018,0.19
754,rec-3430-org,naomi,rawlings,1.0,gellatly place,st francis room,adelong,3128,qld,19750316.0,4221732,female,46276,0.19
755,rec-3580-org,samuel,mickelsen,158.0,atherton street,glenview,hillside,4610,sa,19871002.0,6265906,male,39661,0.19
756,rec-3993-org,shelbey,musolino,29.0,slessor crescent,kings vale,sisters creek beach,3660,vic,19261029.0,6316880,male,-1012,0.0
757,rec-1456-org,mikayla,de pierro,22.0,jardine street,villa 427,penola,3186,qld,19430712.0,2252386,female,47309,0.19
758,rec-3299-org,india,bozzetti,76.0,nepean place,,wantirna,4226,vic,19941121.0,8323122,female,7707,0.0
759,rec-298-org,jacqueline,harrington,4.0,kriewaldt circuit,rosetta village,hoppers crossing,3083,vic,19621029.0,9714217,female,26719,0.19
760,rec-86-dup-0,hugo,clarke,44.0,c/-the studentovillage,reay poce,ardeer,5047,nsw,19120125.0,8869813,male,40423,0.19
761,rec-3500-org,georgia,ryan,33.0,dumaresq street,amherst village,brighton,3123,qld,19350914.0,4449919,female,46953,0.19
762,rec-1762-org,liam,monis,10.0,hardman street,hmas cerberus,allawah,2580,vic,19100212.0,4352277,male,63425,0.19
763,rec-1660-org,nicholas,hand,13.0,beazley crescent,naygoondy,murphys creek,4076,nsw,19141021.0,4956844,male,40235,0.19
764,rec-3318-dup-3,paul,mollj,10.0,outtrim avenue,the rocks,blacktown,3061,nsw,19180415.0,5230053,male,40640,0.19
765,rec-398-org,jade,scamoni,29.0,dethridge street,mlc centre,casula,2370,nsw,19580109.0,7452814,female,45314,0.19
766,rec-2163-org,natalia,nguyen,19.0,gangele street,riverbend,camira,2021,nsw,19711106.0,7713309,female,45369,0.19
767,rec-2798-org,nacoya,bishop,45.0,la perouse street,shamrock vale,nuriootpa,3130,qld,19161216.0,9617672,female,46108,0.19
768,rec-1021-org,,nguyen,351.0,wentworth avenue,hilltop rmb 487a,blackall,2219,vic,19831225.0,3234374,None,27980,0.19
769,rec-1740-org,matthew,mollross,8.0,barada crescent,villa 2,east botany,2846,qld,19990214.0,9819587,male,39979,0.19
770,rec-3788-org,jessica,tiffin,151.0,kingsmill street,immanuel garden,cobar,6156,qld,19631228.0,9689719,female,44492,0.19
771,rec-1530-dup-1,prudence,heron,1.0,mccoll street,loch sinzort,lake ill awarra,4701,nsw,19741007.0,5629382,female,45795,0.19
772,rec-1579-dup-0,bradshaw,deakyn,67.0,daglish street,,woodcroft,2041,nsw,19300828.0,6906464,male,40723,0.19
773,rec-2229-org,amelia,mearns,4.0,bussau close,warraberry,,7170,vic,19570103.0,2254014,female,40159,0.19
774,rec-2226-org,gabriel,gillis,31.0,carstensz street,wondersun,helensburgh,2031,qld,19840930.0,5374722,male,40833,0.19
775,rec-2796-org,noah,kowplos,26.0,cracknell street,crestwood,marshall,3079,nsw,19610917.0,8241723,male,39871,0.19
776,rec-1082-org,melissa,reid,17.0,glossop crescent,redlands,st ives,4035,vic,19670628.0,8769942,female,9108,0.0
777,rec-2892-dup-0,kyle,rusyb,42.0,cory place,optima lodge,mount riverview,4128,nsw,19490720.0,2200965,female,44806,0.19
778,rec-1149-org,rachel,eglinton,9.0,nuyts street,killarney,stanhope,3193,vic,19760331.0,1169927,female,24267,0.19
779,rec-2695-org,zachary,hassall,56.0,brooks street,,wangaratta,3191,vic,19790411.0,4399077,male,9002,0.0
780,rec-2783-org,charlotte,ploughman,,flegg crescent,brandywine stud,wongawallan,2193,nt,19500630.0,6151685,female,44873,0.19
781,rec-2570-org,,herbert,2.0,paterson street,little laura,sunshine,3186,qld,19661114.0,2388563,None,40060,0.19
782,rec-1629-dup-2,abbey,purtelk,206.0,lomatia place,northbank caravan park,seymour,4130,nsw,19540518.0,4803304,female,45523,0.19
783,rec-2160-org,teaha,morecroft,9.0,morris street,hilltop hostel rowethorpe,wangi wangi,2228,nsw,19220130.0,3888275,female,44495,0.19
784,rec-211-org,april,beattie,119.0,mcauliffe court,renown,stanmore,6025,vic,19981014.0,8288055,female,31186,0.19
785,rec-1509-org,patrick,lombardi,43.0,ramage place,rose-lea,keiraville,2161,qld,19520322.0,2346624,male,42230,0.19
786,rec-2881-org,isabelle,hobson,36.0,albermarle place,oxonia,woollahra,5253,nsw,19841015.0,2925032,female,45471,0.19
